week_start,Mode,subway_rides
2020-11-26,Subway,652276.0
2020-11-25,Subway,1688227.0
2020-11-24,Subway,1735702.0
2020-11-23,Subway,1646525.0
2020-11-22,Subway,817963.0
2020-11-21,Subway,1157957.0
2020-11-20,Subway,1800423.0
2020-11-19,Subway,1757535.0
2020-11-18,Subway,1787688.0
2020-11-17,Subway,1788847.0
2020-11-16,Subway,1741750.0
2020-11-15,Subway,820858.0
2020-11-14,Subway,1215477.0
2020-11-13,Subway,1816693.0
2020-11-12,Subway,1776666.0
2020-11-11,Subway,1614812.0
2020-11-10,Subway,1836902.0
2020-11-09,Subway,1752614.0
2020-11-08,Subway,927670.0
2020-11-07,Subway,1246321.0
2020-11-06,Subway,1837314.0
2020-11-05,Subway,1793796.0
2020-11-04,Subway,1690489.0
2020-11-03,Subway,1602912.0
2020-11-02,Subway,1747908.0
2020-11-01,Subway,786675.0
2020-10-31,Subway,1174059.0
2020-10-30,Subway,1768018.0
2020-10-29,Subway,1705072.0
2020-10-28,Subway,1819352.0
2020-10-27,Subway,1815242.0
2020-10-26,Subway,1690651.0
2020-10-25,Subway,885001.0
2020-10-24,Subway,1185612.0
2020-10-23,Subway,1842588.0
2020-10-22,Subway,1825208.0
2020-10-21,Subway,1812949.0
2020-10-20,Subway,1780231.0
2020-10-19,Subway,1719153.0
2020-10-18,Subway,896812.0
2020-10-17,Subway,1209473.0
2020-10-16,Subway,1671320.0
2020-10-15,Subway,1853753.0
2020-10-14,Subway,1838682.0
2020-10-13,Subway,1715183.0
2020-10-12,Subway,1284655.0
2020-10-11,Subway,848469.0
2020-10-10,Subway,1170227.0
2020-10-09,Subway,1808079.0
2020-10-08,Subway,1798005.0
2020-10-07,Subway,1770617.0
2020-10-06,Subway,1758454.0
2020-10-05,Subway,1678792.0
2020-10-04,Subway,852830.0
2020-10-03,Subway,1168040.0
2020-10-02,Subway,1790612.0
2020-10-01,Subway,1809958.0
2020-09-30,Subway,1740820.0
2020-09-29,Subway,1661264.0
2020-09-28,Subway,1489240.0
2020-09-27,Subway,846179.0
2020-09-26,Subway,1120143.0
2020-09-25,Subway,1761591.0
2020-09-24,Subway,1722364.0
2020-09-23,Subway,1735333.0
2020-09-22,Subway,1698504.0
2020-09-21,Subway,1624139.0
2020-09-20,Subway,827605.0
2020-09-19,Subway,1136947.0
2020-09-18,Subway,1725443.0
2020-09-17,Subway,1692368.0
2020-09-16,Subway,1686909.0
2020-09-15,Subway,1678078.0
2020-09-14,Subway,1604381.0
2020-09-13,Subway,796740.0
2020-09-12,Subway,1083698.0
2020-09-11,Subway,1690334.0
2020-09-10,Subway,1543662.0
2020-09-09,Subway,1610076.0
2020-09-08,Subway,1555816.0
2020-09-07,Subway,870964.0
2020-09-06,Subway,819409.0
2020-09-05,Subway,1013725.0
2020-09-04,Subway,1568385.0
2020-09-03,Subway,1529185.0
2020-09-02,Subway,1487969.0
2020-09-01,Subway,1469274.0
2020-08-31,Subway,1397264.0
2020-08-30,Subway,748061.0
2020-08-29,Subway,773667.0
2020-08-28,Subway,1388583.0
2020-08-27,Subway,1358272.0
2020-08-26,Subway,1407639.0
2020-08-25,Subway,1346490.0
2020-08-24,Subway,1307345.0
2020-08-23,Subway,671560.0
2020-08-22,Subway,882522.0
2020-08-21,Subway,1387463.0
2020-08-20,Subway,1410489.0
2020-08-19,Subway,1292148.0
2020-08-18,Subway,1369617.0
2020-08-17,Subway,1304485.0
2020-08-16,Subway,554451.0
2020-08-15,Subway,860789.0
2020-08-14,Subway,1355786.0
2020-08-13,Subway,1291277.0
2020-08-12,Subway,1298963.0
2020-08-11,Subway,1319814.0
2020-08-10,Subway,1275268.0
2020-08-09,Subway,662993.0
2020-08-08,Subway,833287.0
2020-08-07,Subway,1283894.0
2020-08-06,Subway,1334694.0
2020-08-05,Subway,1348202.0
2020-08-04,Subway,1027187.0
2020-08-03,Subway,1272996.0
2020-08-02,Subway,590060.0
2020-08-01,Subway,842468.0
2020-07-31,Subway,1258539.0
2020-07-30,Subway,1270172.0
2020-07-29,Subway,1296102.0
2020-07-28,Subway,1241770.0
2020-07-27,Subway,1203503.0
2020-07-26,Subway,606910.0
2020-07-25,Subway,816604.0
2020-07-24,Subway,1218138.0
2020-07-23,Subway,1233795.0
2020-07-22,Subway,1233668.0
2020-07-21,Subway,1241819.0
2020-07-20,Subway,1156735.0
2020-07-19,Subway,584994.0
2020-07-18,Subway,778936.0
2020-07-17,Subway,1207265.0
2020-07-16,Subway,1249128.0
2020-07-15,Subway,1248413.0
2020-07-14,Subway,1241080.0
2020-07-13,Subway,1175700.0
2020-07-12,Subway,628187.0
2020-07-11,Subway,692977.0
2020-07-10,Subway,1030632.0
2020-07-09,Subway,1211280.0
2020-07-08,Subway,1172279.0
2020-07-07,Subway,1157185.0
2020-07-06,Subway,1084956.0
2020-07-05,Subway,533692.0
2020-07-04,Subway,591605.0
2020-07-03,Subway,851877.0
2020-07-02,Subway,1170483.0
2020-07-01,Subway,1120537.0
2020-06-30,Subway,1113124.0
2020-06-29,Subway,1100769.0
2020-06-28,Subway,535898.0
2020-06-27,Subway,615398.0
2020-06-26,Subway,1102382.0
2020-06-25,Subway,1078796.0
2020-06-24,Subway,1068333.0
2020-06-23,Subway,1050786.0
2020-06-22,Subway,1000046.0
2020-06-21,Subway,449497.0
2020-06-20,Subway,576075.0
2020-06-19,Subway,986929.0
2020-06-18,Subway,942382.0
2020-06-17,Subway,948461.0
2020-06-16,Subway,932671.0
2020-06-15,Subway,897112.0
2020-06-14,Subway,430439.0
2020-06-13,Subway,545316.0
2020-06-12,Subway,896658.0
2020-06-11,Subway,818297.0
2020-06-10,Subway,857015.0
2020-06-09,Subway,842306.0
2020-06-08,Subway,804542.0
2020-06-07,Subway,377990.0
2020-06-06,Subway,464198.0
2020-06-05,Subway,703576.0
2020-06-04,Subway,726672.0
2020-06-03,Subway,681714.0
2020-06-02,Subway,693760.0
2020-06-01,Subway,687162.0
2020-05-31,Subway,344426.0
2020-05-30,Subway,426737.0
2020-05-29,Subway,657259.0
2020-05-28,Subway,658057.0
2020-05-27,Subway,674465.0
2020-05-26,Subway,656766.0
2020-05-25,Subway,393918.0
2020-05-24,Subway,320015.0
2020-05-23,Subway,335830.0
2020-05-22,Subway,633883.0
2020-05-21,Subway,629298.0
2020-05-20,Subway,623749.0
2020-05-19,Subway,610884.0
2020-05-18,Subway,595469.0
2020-05-17,Subway,287418.0
2020-05-16,Subway,360844.0
2020-05-15,Subway,587808.0
2020-05-14,Subway,567392.0
2020-05-13,Subway,565377.0
2020-05-12,Subway,553372.0
2020-05-11,Subway,520873.0
2020-05-10,Subway,271947.0
2020-05-09,Subway,316883.0
2020-05-08,Subway,526054.0
2020-05-07,Subway,535073.0
2020-05-06,Subway,508824.0
2020-05-05,Subway,522085.0
2020-05-04,Subway,511866.0
2020-05-03,Subway,258865.0
2020-05-02,Subway,325865.0
2020-05-01,Subway,494549.0
2020-04-30,Subway,465869.0
2020-04-29,Subway,477799.0
2020-04-28,Subway,489247.0
2020-04-27,Subway,462888.0
2020-04-26,Subway,218787.0
2020-04-25,Subway,295387.0
2020-04-24,Subway,443956.0
2020-04-23,Subway,453520.0
2020-04-22,Subway,458781.0
2020-04-21,Subway,422107.0
2020-04-20,Subway,437852.0
2020-04-19,Subway,224411.0
2020-04-18,Subway,254453.0
2020-04-17,Subway,432368.0
2020-04-16,Subway,420223.0
2020-04-15,Subway,419059.0
2020-04-14,Subway,430155.0
2020-04-13,Subway,363312.0
2020-04-12,Subway,198399.0
2020-04-11,Subway,257061.0
2020-04-10,Subway,400275.0
2020-04-09,Subway,404635.0
2020-04-08,Subway,427485.0
2020-04-07,Subway,434986.0
2020-04-06,Subway,445454.0
2020-04-05,Subway,227303.0
2020-04-04,Subway,282278.0
2020-04-03,Subway,483357.0
2020-04-02,Subway,485586.0
2020-04-01,Subway,513481.0
2020-03-31,Subway,508106.0
2020-03-30,Subway,545215.0
2020-03-29,Subway,263700.0
2020-03-28,Subway,332393.0
2020-03-27,Subway,656817.0
2020-03-26,Subway,680360.0
2020-03-25,Subway,690032.0
2020-03-24,Subway,741587.0
2020-03-23,Subway,709499.0
2020-03-22,Subway,408723.0
2020-03-21,Subway,619618.0
2020-03-20,Subway,1309125.0
2020-03-19,Subway,1422112.0
2020-03-18,Subway,1625280.0
2020-03-17,Subway,1788786.0
2020-03-16,Subway,2178555.0
2020-03-15,Subway,1157711.0
2020-03-14,Subway,1670665.0
2020-03-13,Subway,3484996.0
2020-03-12,Subway,4149505.0
2020-03-11,Subway,4697122.0
2020-03-10,Subway,4867818.0
2020-03-09,Subway,4973513.0
2020-03-08,Subway,2120656.0
2020-03-07,Subway,2814637.0
2020-03-06,Subway,5189447.0
2020-03-05,Subway,5496453.0
2020-03-04,Subway,5498809.0
2020-03-03,Subway,5481103.0
2020-03-02,Subway,5329915.0
2020-03-01,Subway,2212965.0
