ds,y,prediction_5,prediction,prediction_95
2021-06-30,101923.0,98858.8426873541,105412.54548457878,113436.46560840857
2021-07-01,93848.0,93937.16385993498,106790.56575541222,115165.47196088462
2021-07-02,87546.0,92287.15617620436,99922.39032783665,109368.43106031061
2021-07-03,71122.0,81881.61353427201,91010.71139612072,100630.12409862087
2021-07-04,60544.0,54087.10194462313,63375.869081472556,73327.17497270896
2021-07-05,64728.0,63673.731826648414,74236.28070164943,86847.68666548388
2021-07-06,89457.0,73213.02253796859,80455.35551230554,89604.37338344027
2021-07-07,97200.0,77767.83111422257,87730.59301363019,96394.90604798078
2021-07-08,94581.0,81702.28117086586,92188.26951843667,100103.7561832172
2021-07-09,93585.0,80461.43172084285,91832.61897907616,99938.60937877186
2021-07-10,93833.0,77013.28524495213,86079.21837800878,95907.15485714903
2021-07-11,75946.0,63903.797135302746,71207.42267042329,80980.74013808196
2021-07-12,84894.0,71187.71430074099,83868.61246871162,91497.74303683115
2021-07-13,96611.0,89294.8701195858,99001.87798512426,109271.30505600906
2021-07-14,104639.0,94032.12798570834,102033.94198875062,110460.46241123321
2021-07-15,106008.0,91590.9485512196,101691.99733421011,112831.95937975569
2021-07-16,102924.0,92769.21596744278,101489.218527347,108871.94607761323
2021-07-17,95242.0,86289.63443581309,96283.66511011562,106486.78026930786
2021-07-18,77384.0,70617.70478420028,79960.70648808018,89410.57325574195
2021-07-19,88980.0,77986.83127482596,88851.12563701924,99384.61334412613
2021-07-20,92433.0,93646.4113809367,101381.78921662134,113212.3208483224
2021-07-21,98271.0,94350.19934294383,103237.38472499611,112751.51353380037
2021-07-22,103940.0,90127.72827005282,100522.17063412051,109473.20349269711
2021-07-23,99049.0,91902.39540519657,99888.86652708548,108236.1382724598
2021-07-24,93266.0,83103.28670319878,93518.05197955853,103510.74991957936
2021-07-25,75580.0,64480.99394599529,75572.52583815127,84700.97613253327
2021-07-26,89132.0,78203.03554891018,86989.42652532959,94380.1942570437
2021-07-27,99360.0,88973.32405283037,98669.11499108252,106582.0340621889
2021-07-28,99702.0,94849.23561494266,105621.87931023006,114666.15759976696
2021-07-29,99762.0,97000.60085751367,103966.11466734481,110655.69107682705
2021-07-30,99162.0,90616.5821387674,98924.78561948294,108680.77959140443
2021-07-31,93384.0,84759.41590113932,93205.64114332077,102894.56570950232
2021-08-01,73086.0,64263.91182970439,75279.82038294933,87094.3054544505
2021-08-02,83305.0,78473.65733225131,87672.02928254945,98489.468512946
2021-08-03,93910.0,88510.0022726594,96043.16964537813,104846.80031932224
2021-08-04,97778.0,90409.8323547588,99865.95928557779,110338.34138927722
2021-08-05,99331.0,92137.3006393438,100480.43972280424,108441.6712323105
2021-08-06,97852.0,87837.33898692754,99399.55140321424,111157.8453133075
2021-08-07,90630.0,83473.94529070209,92739.82978215805,100939.10140976496
2021-08-08,74449.0,65044.16699247387,73759.48725299566,84799.48258613553
2021-08-09,83049.0,75315.29314709289,84855.85679939145,93021.58439396131
2021-08-10,96402.0,85539.71163319383,95894.64180856798,106699.17258240753
2021-08-11,100816.0,90614.3761069099,100186.22440086317,111167.37082644519
2021-08-12,99203.0,92084.07357965728,102976.0949429613,114654.31489279681
2021-08-13,99126.0,91015.90990826182,98136.15469100165,106247.35782243358
2021-08-14,91550.0,85160.47200787069,92900.37678124994,101814.20927085195
2021-08-15,76813.0,64481.266886192534,75245.86474598391,84715.52839983294
2021-08-16,82197.0,79268.54641837155,86518.94106617804,95625.16110045192
2021-08-17,91749.0,84971.72681626807,96763.36232217764,104157.1539674647
2021-08-18,95926.0,89682.08307312244,99267.99494357912,105813.18194331725
2021-08-19,99488.0,90699.10996249632,98610.32924784272,109180.46976225999
2021-08-20,99268.0,89852.00453940555,98012.56080148403,109549.0193197899
